instance,prohibited_content
puppo.space,nudity_nocw
puppo.space,pornography_nocw
puppo.space,illegalContentLinks
puppo.space,spam
puppo.space,advertising
puppo.space,spoilers_nocw
mastodon.opencloud.lu,nudity_nocw
mastodon.opencloud.lu,nudity_all
mastodon.opencloud.lu,pornography_nocw
mastodon.opencloud.lu,pornography_all
mastodon.opencloud.lu,illegalContentLinks
mastodon.opencloud.lu,spam
mastodon.opencloud.lu,advertising
mastodon.opencloud.lu,spoilers_nocw
toot.whatever.cz,nudity_nocw
toot.whatever.cz,pornography_nocw
toot.whatever.cz,spam
toot.whatever.cz,spoilers_nocw
dresden.network,nudity_nocw
dresden.network,nudity_all
dresden.network,pornography_nocw
dresden.network,pornography_all
dresden.network,illegalContentLinks
dresden.network,spam
dresden.network,advertising
dresden.network,spoilers_nocw
theres.life,nudity_nocw
theres.life,nudity_all
theres.life,pornography_nocw
theres.life,pornography_all
theres.life,spam
theres.life,advertising
machteburch.social,nudity_nocw
machteburch.social,pornography_nocw
machteburch.social,illegalContentLinks
machteburch.social,spam
machteburch.social,advertising
mastodon.cipherbliss.com,nudity_nocw
mastodon.cipherbliss.com,pornography_nocw
mastodon.cipherbliss.com,illegalContentLinks
mastodon.cipherbliss.com,spoilers_nocw
toot.sh,spoilers_nocw
thicc.horse,nudity_nocw
thicc.horse,pornography_nocw
thicc.horse,illegalContentLinks
thicc.horse,spam
thicc.horse,advertising
thicc.horse,spoilers_nocw
toot.shoes,illegalContentLinks
toot.shoes,spam
gochisou.photo,nudity_nocw
gochisou.photo,nudity_all
gochisou.photo,pornography_nocw
gochisou.photo,pornography_all
gochisou.photo,illegalContentLinks
gochisou.photo,spam
gochisou.photo,advertising
gochisou.photo,spoilers_nocw
mstdn.plusminus.io,illegalContentLinks
mstdn.plusminus.io,spam
mstdn.plusminus.io,advertising
qaf.men,nudity_nocw
qaf.men,pornography_nocw
qaf.men,illegalContentLinks
qaf.men,spam
qaf.men,advertising
mas.to,nudity_nocw
mas.to,pornography_nocw
mas.to,illegalContentLinks
mas.to,spam
www.librepunk.club,nudity_nocw
www.librepunk.club,pornography_nocw
www.librepunk.club,illegalContentLinks
www.librepunk.club,spam
www.librepunk.club,advertising
www.librepunk.club,spoilers_nocw
cruisers.social,nudity_nocw
cruisers.social,pornography_nocw
cruisers.social,illegalContentLinks
cruisers.social,spam
literatur.social,nudity_nocw
literatur.social,pornography_nocw
literatur.social,pornography_all
literatur.social,illegalContentLinks
literatur.social,spam
literatur.social,spoilers_nocw
snabelen.no,nudity_nocw
snabelen.no,nudity_all
snabelen.no,pornography_nocw
snabelen.no,pornography_all
snabelen.no,illegalContentLinks
snabelen.no,spam
snabelen.no,advertising
snabelen.no,spoilers_nocw
best-friends.chat,nudity_nocw
best-friends.chat,nudity_all
best-friends.chat,pornography_nocw
best-friends.chat,illegalContentLinks
best-friends.chat,spam
best-friends.chat,advertising
openbiblio.social,nudity_nocw
openbiblio.social,nudity_all
openbiblio.social,pornography_nocw
openbiblio.social,pornography_all
openbiblio.social,illegalContentLinks
openbiblio.social,spam
openbiblio.social,advertising
openbiblio.social,spoilers_nocw
mstdn.myifn.de,nudity_nocw
mstdn.myifn.de,nudity_all
mstdn.myifn.de,pornography_nocw
mstdn.myifn.de,pornography_all
mstdn.myifn.de,illegalContentLinks
mstdn.myifn.de,spam
mstdn.myifn.de,advertising
mograph.social,nudity_nocw
mograph.social,pornography_nocw
mograph.social,illegalContentLinks
mograph.social,spam
mograph.social,advertising
mograph.social,spoilers_nocw
glasgow.social,nudity_nocw
glasgow.social,pornography_nocw
glasgow.social,illegalContentLinks
glasgow.social,spam
glasgow.social,advertising
glasgow.social,spoilers_nocw
mstdn.at,nudity_nocw
mstdn.at,pornography_nocw
mstdn.at,illegalContentLinks
mstdn.at,spam
mstdn.at,advertising
mstdn.at,spoilers_nocw
ma.fono.jp,nudity_nocw
ma.fono.jp,pornography_nocw
ma.fono.jp,illegalContentLinks
ma.fono.jp,spam
ma.fono.jp,spoilers_nocw
social.thisisjoes.site,nudity_nocw
social.thisisjoes.site,pornography_nocw
social.thisisjoes.site,spam
social.thisisjoes.site,advertising
mastodon.cisti.org,spam
ifwo.eu,nudity_nocw
ifwo.eu,nudity_all
ifwo.eu,pornography_nocw
ifwo.eu,pornography_all
ifwo.eu,illegalContentLinks
ifwo.eu,spam
ifwo.eu,advertising
ifwo.eu,spoilers_nocw
1234.as,nudity_nocw
1234.as,pornography_nocw
1234.as,illegalContentLinks
1234.as,spam
1234.as,advertising
wandzeitung.xyz,nudity_nocw
wandzeitung.xyz,nudity_all
wandzeitung.xyz,pornography_nocw
wandzeitung.xyz,pornography_all
wandzeitung.xyz,illegalContentLinks
wandzeitung.xyz,spam
wandzeitung.xyz,advertising
wandzeitung.xyz,spoilers_nocw
rollenspiel.social,nudity_nocw
rollenspiel.social,nudity_all
rollenspiel.social,pornography_nocw
rollenspiel.social,pornography_all
rollenspiel.social,illegalContentLinks
rollenspiel.social,spam
rollenspiel.social,advertising
rollenspiel.social,spoilers_nocw
indieweb.social,nudity_nocw
barcamp.social,illegalContentLinks
barcamp.social,spam
barcamp.social,advertising
barcamp.social,spoilers_nocw
pone.social,pornography_nocw
pone.social,spam
pone.social,advertising
m.cmx.im,nudity_nocw
m.cmx.im,nudity_all
m.cmx.im,pornography_nocw
m.cmx.im,pornography_all
m.cmx.im,illegalContentLinks
m.cmx.im,spam
m.cmx.im,advertising
m.cmx.im,spoilers_nocw
ioc.exchange,pornography_nocw
ioc.exchange,illegalContentLinks
ioc.exchange,spam
ioc.exchange,advertising
ani.work,nudity_nocw
ani.work,nudity_all
ani.work,pornography_nocw
ani.work,pornography_all
ani.work,illegalContentLinks
ani.work,spam
ani.work,advertising
ani.work,spoilers_nocw
digitalcourage.social,nudity_nocw
digitalcourage.social,pornography_nocw
digitalcourage.social,spam
digitalcourage.social,advertising
sfba.social,nudity_nocw
sfba.social,pornography_nocw
sfba.social,illegalContentLinks
sfba.social,spam
sfba.social,advertising
mainburg.hallertau.social,nudity_nocw
mainburg.hallertau.social,pornography_nocw
mainburg.hallertau.social,pornography_all
mainburg.hallertau.social,illegalContentLinks
mainburg.hallertau.social,spam
mainburg.hallertau.social,spoilers_nocw
mastodon.uno,pornography_nocw
mastodon.uno,pornography_all
mastodon.uno,spam
xarxa.cloud,nudity_nocw
xarxa.cloud,nudity_all
xarxa.cloud,pornography_nocw
xarxa.cloud,pornography_all
xarxa.cloud,illegalContentLinks
xarxa.cloud,spam
xarxa.cloud,advertising
xarxa.cloud,spoilers_nocw
social.tulsa.ok.us,nudity_nocw
social.tulsa.ok.us,pornography_nocw
social.tulsa.ok.us,illegalContentLinks
social.tulsa.ok.us,spam
social.tulsa.ok.us,spoilers_nocw
ursal.zone,pornography_nocw
ursal.zone,pornography_all
ursal.zone,illegalContentLinks
ursal.zone,spam
ursal.zone,advertising
ursal.zone,spoilers_nocw
social.diva.exchange,nudity_nocw
social.diva.exchange,nudity_all
social.diva.exchange,pornography_nocw
social.diva.exchange,pornography_all
social.diva.exchange,illegalContentLinks
social.diva.exchange,spam
social.diva.exchange,advertising
voi.social,spam
stereodon.social,nudity_nocw
stereodon.social,pornography_nocw
stereodon.social,illegalContentLinks
stereodon.social,spam
stereodon.social,advertising
coolmathgam.es,nudity_nocw
coolmathgam.es,nudity_all
coolmathgam.es,pornography_nocw
coolmathgam.es,pornography_all
unipar.online,nudity_nocw
unipar.online,nudity_all
unipar.online,pornography_nocw
unipar.online,pornography_all
unipar.online,illegalContentLinks
unipar.online,spam
unipar.online,advertising
unipar.online,spoilers_nocw
mastodon.la,nudity_nocw
mastodon.la,pornography_nocw
mastodon.la,pornography_all
mastodon.la,illegalContentLinks
mastodon.la,spam
mastodon.la,advertising
mastodon.la,spoilers_nocw
utopia.cool,nudity_nocw
utopia.cool,pornography_nocw
utopia.cool,illegalContentLinks
utopia.cool,spam
utopia.cool,advertising
lejaua6.club,nudity_nocw
lejaua6.club,pornography_nocw
lejaua6.club,illegalContentLinks
lejaua6.club,spam
climatejustice.social,nudity_nocw
climatejustice.social,pornography_nocw
climatejustice.social,pornography_all
climatejustice.social,illegalContentLinks
climatejustice.social,spam
climatejustice.social,advertising
todon.eu,nudity_nocw
todon.eu,pornography_nocw
todon.eu,pornography_all
todon.eu,spam
todon.eu,advertising
todon.eu,spoilers_nocw
hyan.ink,illegalContentLinks
hyan.ink,spam
hub.mtf.party,nudity_nocw
hub.mtf.party,pornography_nocw
hub.mtf.party,advertising
social.wieser-hv.de,nudity_nocw
social.wieser-hv.de,nudity_all
social.wieser-hv.de,pornography_nocw
social.wieser-hv.de,pornography_all
social.wieser-hv.de,illegalContentLinks
social.wieser-hv.de,spam
kolektiva.social,spam
kolektiva.social,advertising
social.finkhaeuser.de,nudity_nocw
social.finkhaeuser.de,pornography_nocw
social.finkhaeuser.de,pornography_all
social.finkhaeuser.de,illegalContentLinks
social.finkhaeuser.de,spam
social.finkhaeuser.de,advertising
fulda.social,nudity_nocw
fulda.social,nudity_all
fulda.social,pornography_nocw
fulda.social,pornography_all
fulda.social,illegalContentLinks
fulda.social,spam
fulda.social,advertising
eattherich.club,nudity_nocw
eattherich.club,pornography_nocw
eattherich.club,spam
eattherich.club,advertising
social.bim.land,spam
osna.social,pornography_nocw
osna.social,pornography_all
osna.social,illegalContentLinks
osna.social,spam
osna.social,advertising
9kb.me,spam
thefire.work,illegalContentLinks
thefire.work,spam
thefire.work,advertising
nerd.town,nudity_nocw
nerd.town,nudity_all
nerd.town,pornography_nocw
nerd.town,pornography_all
nerd.town,illegalContentLinks
nerd.town,spam
nerd.town,advertising
nerd.town,spoilers_nocw
unbound.social,advertising
nuernberg.social,nudity_nocw
nuernberg.social,nudity_all
nuernberg.social,pornography_nocw
nuernberg.social,pornography_all
nuernberg.social,illegalContentLinks
nuernberg.social,spam
nuernberg.social,advertising
nuernberg.social,spoilers_nocw
nrw.social,nudity_nocw
nrw.social,nudity_all
nrw.social,pornography_nocw
nrw.social,pornography_all
nrw.social,illegalContentLinks
nrw.social,spam
nrw.social,advertising
moresci.sale,nudity_nocw
moresci.sale,pornography_nocw
moresci.sale,pornography_all
moresci.sale,illegalContentLinks
moresci.sale,spam
moresci.sale,advertising
moresci.sale,spoilers_nocw
c.im,nudity_nocw
c.im,pornography_nocw
c.im,illegalContentLinks
c.im,spam
c.im,advertising
c.im,spoilers_nocw
ludosphere.fr,nudity_nocw
ludosphere.fr,nudity_all
ludosphere.fr,pornography_nocw
ludosphere.fr,pornography_all
ludosphere.fr,illegalContentLinks
ludosphere.fr,spoilers_nocw
graz.social,nudity_nocw
graz.social,pornography_nocw
graz.social,illegalContentLinks
graz.social,spam
graz.social,advertising
graz.social,spoilers_nocw
tooter.social,nudity_nocw
tooter.social,pornography_nocw
tooter.social,illegalContentLinks
tooter.social,spam
social.cologne,nudity_nocw
social.cologne,pornography_nocw
social.cologne,pornography_all
social.cologne,illegalContentLinks
social.cologne,spam
social.cologne,spoilers_nocw
toot.portes-imaginaire.org,nudity_nocw
toot.portes-imaginaire.org,nudity_all
toot.portes-imaginaire.org,pornography_nocw
toot.portes-imaginaire.org,pornography_all
toot.portes-imaginaire.org,illegalContentLinks
toot.portes-imaginaire.org,spam
toot.portes-imaginaire.org,advertising
toot.portes-imaginaire.org,spoilers_nocw
mastodon.1984.cz,pornography_nocw
mastodon.1984.cz,pornography_all
mastodon.1984.cz,illegalContentLinks
mastodon.1984.cz,spam
mastodon.1984.cz,advertising
onlyfeds.cc,illegalContentLinks
onlyfeds.cc,spam
onlyfeds.cc,advertising
jako.social,nudity_nocw
jako.social,nudity_all
jako.social,pornography_nocw
jako.social,pornography_all
jako.social,illegalContentLinks
jako.social,spam
jako.social,advertising
jako.social,spoilers_nocw
subversive.zone,nudity_nocw
subversive.zone,nudity_all
subversive.zone,pornography_nocw
subversive.zone,pornography_all
subversive.zone,illegalContentLinks
subversive.zone,spam
subversive.zone,advertising
subversive.zone,spoilers_nocw
roleplayers.bub.org,nudity_nocw
roleplayers.bub.org,pornography_nocw
roleplayers.bub.org,illegalContentLinks
roleplayers.bub.org,spam
roleplayers.bub.org,spoilers_nocw
antisocial.science,spam
antisocial.science,advertising
cathode.church,nudity_nocw
cathode.church,pornography_nocw
cathode.church,spam
cathode.church,advertising
mastodon.world,illegalContentLinks
mastodon.world,spam
mastodon.world,advertising
gs.leftic.club,nudity_nocw
gs.leftic.club,pornography_nocw
gs.leftic.club,illegalContentLinks
gs.leftic.club,spam
gs.leftic.club,advertising
gs.leftic.club,spoilers_nocw
mas.atmx.ca,nudity_all
mas.atmx.ca,pornography_nocw
mas.atmx.ca,pornography_all
mas.atmx.ca,illegalContentLinks
mas.atmx.ca,spam
mas.atmx.ca,advertising
stereophonic.space,nudity_nocw
stereophonic.space,pornography_nocw
stereophonic.space,illegalContentLinks
stereophonic.space,spam
stereophonic.space,advertising
mastouille.fr,nudity_nocw
mastouille.fr,pornography_nocw
mastouille.fr,pornography_all
mastouille.fr,illegalContentLinks
mastouille.fr,spam
mastouille.fr,advertising
wien.rocks,nudity_nocw
wien.rocks,nudity_all
wien.rocks,pornography_nocw
wien.rocks,pornography_all
wien.rocks,illegalContentLinks
wien.rocks,spam
social.sp-codes.de,nudity_nocw
social.sp-codes.de,nudity_all
social.sp-codes.de,pornography_nocw
social.sp-codes.de,pornography_all
social.sp-codes.de,illegalContentLinks
social.sp-codes.de,spam
hessen.social,nudity_nocw
hessen.social,nudity_all
hessen.social,pornography_nocw
hessen.social,pornography_all
hessen.social,illegalContentLinks
hessen.social,spam
hessen.social,advertising
unperson.us,pornography_nocw
unperson.us,pornography_all
unperson.us,illegalContentLinks
unperson.us,spam
pagan.plus,pornography_nocw
pagan.plus,pornography_all
pagan.plus,illegalContentLinks
pagan.plus,spam
pagan.plus,spoilers_nocw
dragonscave.space,nudity_nocw
dragonscave.space,pornography_nocw
dragonscave.space,illegalContentLinks
dragonscave.space,spam
dragonscave.space,advertising
dragonscave.space,spoilers_nocw
bdx.town,nudity_nocw
bdx.town,nudity_all
bdx.town,pornography_nocw
bdx.town,pornography_all
bdx.town,illegalContentLinks
bdx.town,spam
bdx.town,advertising
freiburg.social,nudity_nocw
freiburg.social,pornography_nocw
freiburg.social,illegalContentLinks
freiburg.social,spam
mastodon.bachgau.social,nudity_nocw
mastodon.bachgau.social,nudity_all
mastodon.bachgau.social,pornography_nocw
mastodon.bachgau.social,pornography_all
mastodon.bachgau.social,illegalContentLinks
mastodon.bachgau.social,spam
mastodon.bachgau.social,advertising
mastodon.bachgau.social,spoilers_nocw
feuerwehr.social,nudity_nocw
feuerwehr.social,pornography_nocw
feuerwehr.social,illegalContentLinks
feuerwehr.social,spam
feuerwehr.social,advertising
mastodon.xy-space.de,nudity_nocw
mastodon.xy-space.de,nudity_all
mastodon.xy-space.de,pornography_nocw
mastodon.xy-space.de,pornography_all
mastodon.xy-space.de,illegalContentLinks
mastodon.xy-space.de,spam
mastodon.xy-space.de,advertising
mastodon.xy-space.de,spoilers_nocw
mastodon.habets.dev,nudity_nocw
mastodon.habets.dev,pornography_nocw
mastodon.habets.dev,spam
mastodon.habets.dev,advertising
mastodon.habets.dev,spoilers_nocw
social.fbxl.net,illegalContentLinks
mstdn.moe,nudity_nocw
mstdn.moe,pornography_nocw
mstdn.moe,spoilers_nocw
mastodon.im.sb,spam
mastodon.im.sb,advertising
kazv.moe,spam
sneakerwave.net,nudity_nocw
sneakerwave.net,pornography_nocw
sneakerwave.net,illegalContentLinks
sneakerwave.net,spam
sneakerwave.net,advertising
social.goonj.xyz,nudity_nocw
social.goonj.xyz,nudity_all
social.goonj.xyz,pornography_nocw
social.goonj.xyz,pornography_all
social.goonj.xyz,illegalContentLinks
social.goonj.xyz,spam
social.goonj.xyz,spoilers_nocw
dis-le.de,nudity_all
biplus.date,nudity_nocw
biplus.date,pornography_nocw
biplus.date,spam
biplus.date,advertising
biplus.date,spoilers_nocw
yip.gay,nudity_nocw
yip.gay,pornography_nocw
yip.gay,spam
social.main-angler.de,nudity_nocw
social.main-angler.de,nudity_all
social.main-angler.de,pornography_nocw
social.main-angler.de,pornography_all
social.main-angler.de,illegalContentLinks
social.main-angler.de,spam
social.main-angler.de,advertising
social.main-angler.de,spoilers_nocw
froth.zone,nudity_nocw
froth.zone,nudity_all
froth.zone,pornography_nocw
froth.zone,pornography_all
froth.zone,illegalContentLinks
froth.zone,spam
froth.zone,advertising
vrparty.social,nudity_nocw
vrparty.social,pornography_nocw
vrparty.social,illegalContentLinks
vrparty.social,spam
social.rights.ninja,nudity_nocw
social.rights.ninja,nudity_all
social.rights.ninja,pornography_nocw
social.rights.ninja,pornography_all
social.rights.ninja,illegalContentLinks
social.rights.ninja,spam
fearness.org,nudity_nocw
fearness.org,pornography_nocw
fearness.org,illegalContentLinks
fearness.org,spam
fearness.org,advertising
oslo.town,nudity_nocw
oslo.town,pornography_nocw
oslo.town,spam
oslo.town,advertising
radiosocial.de,illegalContentLinks
radiosocial.de,spam
social.datalabour.com,advertising
kfem.cat,nudity_nocw
kfem.cat,pornography_nocw
kfem.cat,illegalContentLinks
kfem.cat,spam
kfem.cat,advertising
kfem.cat,spoilers_nocw
rheinland.social,nudity_nocw
rheinland.social,pornography_nocw
rheinland.social,illegalContentLinks
rheinland.social,spam
rheinland.social,advertising
rheinland.social,spoilers_nocw
puntarella.party,nudity_nocw
puntarella.party,pornography_nocw
puntarella.party,spam
puntarella.party,advertising
el5.net,nudity_nocw
el5.net,pornography_nocw
el5.net,illegalContentLinks
el5.net,spam
el5.net,spoilers_nocw
mindly.social,nudity_nocw
mindly.social,pornography_nocw
mindly.social,illegalContentLinks
mindly.social,spam
links.potsda.mn,nudity_nocw
links.potsda.mn,pornography_nocw
links.potsda.mn,spam
links.potsda.mn,advertising
clube.social,nudity_nocw
clube.social,pornography_nocw
clube.social,pornography_all
clube.social,illegalContentLinks
clube.social,spam
catcatnya.com,nudity_nocw
catcatnya.com,pornography_nocw
catcatnya.com,illegalContentLinks
catcatnya.com,spam
catcatnya.com,advertising
catcatnya.com,spoilers_nocw
fairy.id,nudity_all
river.group.lt,nudity_nocw
river.group.lt,pornography_nocw
river.group.lt,spam
river.group.lt,advertising
chilemasto.casa,nudity_nocw
chilemasto.casa,pornography_nocw
chilemasto.casa,illegalContentLinks
chilemasto.casa,spam
chilemasto.casa,advertising
chilemasto.casa,spoilers_nocw
mastodon.chasalin.nl,spam
mastodon.chasalin.nl,advertising
meinungsschubla.de,nudity_nocw
meinungsschubla.de,pornography_nocw
meinungsschubla.de,illegalContentLinks
meinungsschubla.de,spam
mstdn.ca,nudity_nocw
mstdn.ca,pornography_nocw
mstdn.ca,illegalContentLinks
mstdn.ca,spam
mstdn.ca,spoilers_nocw
rheinneckar.social,nudity_nocw
rheinneckar.social,pornography_nocw
rheinneckar.social,illegalContentLinks
rheinneckar.social,spam
fnordon.de,pornography_nocw
fnordon.de,illegalContentLinks
fnordon.de,spam
fnordon.de,advertising
tabletop.vip,nudity_nocw
tabletop.vip,pornography_nocw
tabletop.vip,pornography_all
tabletop.vip,illegalContentLinks
peoplemaking.games,nudity_nocw
peoplemaking.games,pornography_nocw
peoplemaking.games,illegalContentLinks
peoplemaking.games,spam
peoplemaking.games,advertising
sueden.social,nudity_nocw
sueden.social,pornography_nocw
sueden.social,illegalContentLinks
sueden.social,spam
sueden.social,spoilers_nocw
tkz.one,pornography_nocw
tkz.one,spam
mastodon.com.tr,nudity_nocw
mastodon.com.tr,pornography_nocw
mastodon.com.tr,illegalContentLinks
mastodon.com.tr,spam
mastodon.com.tr,advertising
mastodon.com.tr,spoilers_nocw
tyrol.social,nudity_nocw
tyrol.social,pornography_nocw
tyrol.social,illegalContentLinks
tyrol.social,spam
tyrol.social,spoilers_nocw
wireless-iot.social,nudity_nocw
wireless-iot.social,nudity_all
wireless-iot.social,pornography_nocw
wireless-iot.social,pornography_all
wireless-iot.social,illegalContentLinks
wireless-iot.social,spam
wireless-iot.social,advertising
wireless-iot.social,spoilers_nocw
lile.cl,nudity_nocw
lile.cl,pornography_nocw
lile.cl,pornography_all
lile.cl,illegalContentLinks
lile.cl,spam
orwell.fun,pornography_nocw
orwell.fun,illegalContentLinks
orwell.fun,spam
orwell.fun,advertising
orwell.fun,spoilers_nocw
focal.social,nudity_nocw
focal.social,pornography_nocw
focal.social,pornography_all
focal.social,illegalContentLinks
focal.social,spam
focal.social,advertising
kafeneio.social,nudity_nocw
kafeneio.social,pornography_nocw
kafeneio.social,spam
kafeneio.social,advertising
savageworlds.social,nudity_nocw
savageworlds.social,nudity_all
savageworlds.social,pornography_nocw
savageworlds.social,pornography_all
savageworlds.social,illegalContentLinks
savageworlds.social,spam
savageworlds.social,spoilers_nocw
k8s.social,nudity_nocw
k8s.social,nudity_all
k8s.social,pornography_nocw
k8s.social,pornography_all
k8s.social,illegalContentLinks
k8s.social,spam
k8s.social,advertising
social.dog-s.global,nudity_nocw
social.dog-s.global,nudity_all
social.dog-s.global,pornography_nocw
social.dog-s.global,pornography_all
social.dog-s.global,illegalContentLinks
social.dog-s.global,spam
social.dog-s.global,advertising
social.dog-s.global,spoilers_nocw
mastodon.pub.solar,nudity_nocw
mastodon.pub.solar,pornography_nocw
mastodon.pub.solar,spam
mastodon.pub.solar,advertising
pfadi.social,nudity_nocw
pfadi.social,nudity_all
pfadi.social,pornography_nocw
pfadi.social,pornography_all
pfadi.social,illegalContentLinks
pfadi.social,spam
conversafiada.net,nudity_nocw
conversafiada.net,pornography_nocw
conversafiada.net,pornography_all
conversafiada.net,illegalContentLinks
conversafiada.net,spam
conversafiada.net,spoilers_nocw
eupolicy.social,nudity_nocw
eupolicy.social,pornography_nocw
eupolicy.social,illegalContentLinks
eupolicy.social,spam
eupolicy.social,advertising
cheeseburger.social,nudity_nocw
cheeseburger.social,pornography_nocw
cheeseburger.social,illegalContentLinks
cheeseburger.social,spam
cheeseburger.social,advertising
breeze.town,nudity_all
breeze.town,pornography_all
breeze.town,illegalContentLinks
breeze.town,spam
breeze.town,advertising
schach.social,nudity_nocw
schach.social,nudity_all
schach.social,pornography_nocw
schach.social,pornography_all
schach.social,illegalContentLinks
schach.social,spam
a11y.social,nudity_nocw
a11y.social,nudity_all
a11y.social,pornography_nocw
a11y.social,pornography_all
a11y.social,illegalContentLinks
a11y.social,spam
a11y.social,advertising
a11y.social,spoilers_nocw
techforgood.social,nudity_nocw
techforgood.social,nudity_all
techforgood.social,pornography_nocw
techforgood.social,pornography_all
techforgood.social,illegalContentLinks
techforgood.social,spam
techforgood.social,spoilers_nocw
pixelfed.automat.click,nudity_nocw
pixelfed.automat.click,pornography_nocw
pixelfed.automat.click,illegalContentLinks
pixelfed.automat.click,spam
pixelfed.automat.click,advertising
tea.codes,nudity_nocw
tea.codes,nudity_all
tea.codes,pornography_nocw
tea.codes,pornography_all
tea.codes,illegalContentLinks
tea.codes,spam
tea.codes,advertising
tea.codes,spoilers_nocw
gladtech.social,nudity_nocw
gladtech.social,nudity_all
gladtech.social,pornography_nocw
gladtech.social,pornography_all
gladtech.social,illegalContentLinks
gladtech.social,spam
gladtech.social,advertising
blobfox.coffee,nudity_nocw
blobfox.coffee,pornography_nocw
blobfox.coffee,illegalContentLinks
blobfox.coffee,spam
blobfox.coffee,advertising
blobfox.coffee,spoilers_nocw
benehomini.social,nudity_nocw
benehomini.social,pornography_nocw
benehomini.social,illegalContentLinks
benehomini.social,spam
benehomini.social,advertising
ailbhean.co-shaoghal.net,nudity_nocw
ailbhean.co-shaoghal.net,pornography_all
ailbhean.co-shaoghal.net,illegalContentLinks
ailbhean.co-shaoghal.net,spam
ailbhean.co-shaoghal.net,advertising
toot.funami.tech,nudity_nocw
toot.funami.tech,pornography_nocw
toot.funami.tech,spam
toot.funami.tech,advertising
dariox.club,nudity_nocw
dariox.club,pornography_nocw
dariox.club,illegalContentLinks
dariox.club,spam
dariox.club,advertising
dariox.club,spoilers_nocw
hifish.social,illegalContentLinks
hifish.social,spam
hifish.social,advertising
occm.cc,nudity_nocw
occm.cc,pornography_nocw
occm.cc,illegalContentLinks
occm.cc,spam
occm.cc,advertising
occm.cc,spoilers_nocw
libori.social,nudity_nocw
libori.social,nudity_all
libori.social,pornography_nocw
libori.social,pornography_all
libori.social,illegalContentLinks
libori.social,spam
berlin.social,nudity_nocw
berlin.social,pornography_nocw
berlin.social,pornography_all
berlin.social,illegalContentLinks
berlin.social,spam
berlin.social,advertising
brandenburg.social,nudity_nocw
brandenburg.social,pornography_nocw
brandenburg.social,pornography_all
brandenburg.social,illegalContentLinks
brandenburg.social,spam
squeak.social,illegalContentLinks
squeak.social,spam
squeak.social,advertising
social.veraciousnetwork.com,pornography_nocw
social.veraciousnetwork.com,illegalContentLinks
social.veraciousnetwork.com,spam
social.veraciousnetwork.com,advertising
mastodon.saarland,nudity_nocw
mastodon.saarland,pornography_nocw
mastodon.saarland,illegalContentLinks
mastodon.saarland,spam
mastodon.saarland,advertising
augsburg.social,nudity_nocw
augsburg.social,nudity_all
augsburg.social,pornography_nocw
augsburg.social,pornography_all
augsburg.social,illegalContentLinks
augsburg.social,spam
augsburg.social,advertising
augsburg.social,spoilers_nocw
flipping.rocks,illegalContentLinks
flipping.rocks,spam
flipping.rocks,advertising
inaccessible.ac,nudity_nocw
inaccessible.ac,pornography_nocw
inaccessible.ac,illegalContentLinks
inaccessible.ac,spam
inaccessible.ac,advertising
sakurajima.moe,nudity_nocw
sakurajima.moe,pornography_nocw
sakurajima.moe,illegalContentLinks
sakurajima.moe,spam
assemblag.es,nudity_nocw
assemblag.es,pornography_nocw
assemblag.es,illegalContentLinks
assemblag.es,spam
assemblag.es,advertising
sciences.social,pornography_nocw
sciences.social,pornography_all
sciences.social,illegalContentLinks
sciences.social,spam
sciences.social,advertising
cityofchicago.live,nudity_nocw
cityofchicago.live,pornography_nocw
cityofchicago.live,illegalContentLinks
cityofchicago.live,spam
cityofchicago.live,spoilers_nocw
tukkers.online,pornography_nocw
tukkers.online,pornography_all
tukkers.online,illegalContentLinks
tukkers.online,spam
mastodon.mfbfreaks.nl,nudity_nocw
mastodon.mfbfreaks.nl,nudity_all
mastodon.mfbfreaks.nl,pornography_nocw
mastodon.mfbfreaks.nl,pornography_all
mastodon.mfbfreaks.nl,illegalContentLinks
mastodon.mfbfreaks.nl,spam
mastodon.mfbfreaks.nl,advertising
mastodon.mfbfreaks.nl,spoilers_nocw
retro.pizza,nudity_nocw
retro.pizza,pornography_nocw
retro.pizza,spam
retro.pizza,advertising
retro.pizza,spoilers_nocw
social.sciences.re,nudity_nocw
social.sciences.re,pornography_nocw
social.sciences.re,illegalContentLinks
social.sciences.re,spam
social.sciences.re,advertising
cyberfurz.social,nudity_nocw
cyberfurz.social,pornography_nocw
cyberfurz.social,illegalContentLinks
cyberfurz.social,spam
lehrerzimmer.social,nudity_nocw
lehrerzimmer.social,nudity_all
lehrerzimmer.social,pornography_nocw
lehrerzimmer.social,pornography_all
lehrerzimmer.social,illegalContentLinks
lehrerzimmer.social,spam
lehrerzimmer.social,advertising
corteximplant.com,nudity_nocw
corteximplant.com,nudity_all
corteximplant.com,pornography_nocw
corteximplant.com,pornography_all
corteximplant.com,illegalContentLinks
corteximplant.com,spam
corteximplant.com,advertising
corteximplant.com,spoilers_nocw
drk.network,pornography_nocw
drk.network,pornography_all
drk.network,illegalContentLinks
drk.network,spam
mastodon.no2nd.earth,nudity_nocw
mastodon.no2nd.earth,nudity_all
mastodon.no2nd.earth,pornography_nocw
mastodon.no2nd.earth,pornography_all
mastodon.no2nd.earth,illegalContentLinks
mastodon.no2nd.earth,spam
mastodon.no2nd.earth,advertising
mastodon.no2nd.earth,spoilers_nocw
